CUPS;PERIODO;POTENCIA CONTRATADA (kW)
ES0339000003067153RW;1;2,3
ES0339000003067154RA;1;4,6
ES0339000003067155RG;1;4,4
ES0339000003067156RM;1;3,3
ES0339000003067157RY;1;5,5
ES0339000003067158RF;1;5,5
ES0339000003067159RP;1;5,75
ES0339000003067160RD;1;5,5
ES0339000003067161RX;1;5,5
ES0339000003067162RB;1;5,5
ES0339000003067163RN;1;3,3
ES0339000003067164RJ;1;5,75
ES0339000003067166RS;1;4,4
ES0339000003067167RQ;1;6,9
ES0339000003067168RV;1;5,75
ES0339000003067168RV;2;5,75
ES0339000003067169RH;1;5,5
ES0339000003067171RC;1;6,92
ES0339000003067172RK;1;4,4
ES0339000003067173RE;1;4,6
ES0339000003067174WT;1;4,6
ES0339000003067175WR;1;3,3
ES0339000003067176WW;1;5,5
ES0339000003067178WG;1;3,3
ES0339000003067179WM;1;3,45
ES0339000003067180WY;1;5,5
ES0339000003067181WF;1;4,4
ES0339000003067182WP;1;3,45
ES0339000003067183WD;1;4,6
ES0339000003067185WB;1;6,92
ES0339000003067186WN;1;4,4
ES0339000003067188WZ;1;5,75
ES0339000003067189WS;1;5,5
ES0339000003067190WQ;1;7,7
ES0339000003067191WV;1;3,3
ES0339000003067192WH;1;4,4
ES0339000003067194WC;1;4,93
ES0339000003067194WC;2;4,93
ES0339000003067195WK;1;3,46
ES0339000003067196WE;1;2,3
ES0339000003067197AT;1;3,3
ES0339000003067198AR;1;4,4
ES0339000003067199AW;1;5,75
ES0339000003067200AA;1;27,71
ES0339000003067200AA;2;27,71
ES0339000003067200AA;3;27,71
ES0339000003067201AG;1;4,6
ES0339000003067202AM;1;5,19
ES0339000003067203AY;1;5,5
ES0339000003067204AF;1;6,6
ES0339000003067205AP;1;4,6
ES0339000003067205AP;2;4,6
ES0339000003067206AD;1;4,6
ES0339000003067207AX;1;3,45
ES0339000003067208AB;1;4,93
ES0339000003067209AN;1;9,86
ES0339000003067210AJ;1;4,6
ES0339000003067210AJ;2;4,6
ES0339000003067211AZ;1;4,6
ES0339000003068000ZK;1;3,45
ES0339000003068001ZE;1;4,4
ES0339000003068002ST;1;6,6
ES0339000003068003SR;1;4,6
ES0339000003068004SW;1;3,46
ES0339000003068005SA;1;4,4
ES0339000003068006SG;1;4,4
ES0339000003068007SM;1;4,6
ES0339000003068008SY;1;17,32
ES0339000003068008SY;2;17,32
ES0339000003068008SY;3;17,32
ES0339000003068009SF;1;4,4
ES0339000003068010SP;1;4,6
ES0339000003068011SD;1;4,6
ES0339000003068012SX;1;4,6
ES0339000003068014SN;1;3,3
ES0339000003068015SJ;1;4,4
ES0339000003068016SZ;1;4,4
ES0339000003068017SS;1;3,3
ES0339000003068018SQ;1;5,5
ES0339000003068019SV;1;5,5
ES0339000003068020SH;1;3,3
ES0339000003068021SL;1;4,6
ES0339000003068022SC;1;5,75
ES0339000003068023SK;1;4,6
ES0339000003068025QT;1;4,4
ES0339000003068026QR;1;4,4
ES0339000003068027QW;1;4,6
ES0339000003068028QA;1;4,6
ES0339000003068029QG;1;3,45
ES0339000003068030QM;1;5,5
ES0339000003068031QY;1;4,6
ES0339000003068032QF;1;4,4
ES0339000003068033QP;1;4,4
ES0339000003068034QD;1;4,6
ES0339000003068036QB;1;5,75
ES0339000003068037QN;1;4,6
ES0339000003068037QN;2;4,6
ES0339000003068038QJ;1;4,4
ES0339000003068039QZ;1;4,4
ES0339000003068040QS;1;3,45
ES0339000003068041QQ;1;5,5
ES0339000003068042QV;1;5,75
ES0339000003068043QH;1;5,75
ES0339000003068044QL;1;5,5
ES0339000003068045QC;1;4,6
ES0339000003068046QK;1;4,4
ES0339000003068047QE;1;3,45
ES0339000003068048VT;1;4,93
ES0339000003068049VR;1;4,6
ES0339000003068050VW;1;5,75
ES0339000003068051VA;1;4,4
ES0339000003068053VM;1;2,3
ES0339000003068054VY;1;4,6
ES0339000003068055VF;1;4,6
ES0339000003068056VP;1;5,75
ES0339000003068057VD;1;3,3
ES0339000003068058VX;1;3,45
ES0339000003068059VB;1;3,3
ES0339000003068060VN;1;3,3
ES0339000003068061VJ;1;4,6
ES0339000003068061VJ;2;4,6
ES0339000003068062VZ;1;4,6
ES0339000003068063VS;1;4,6
ES0339000003068064VQ;1;4,6
ES0339000003068065VV;1;4,4
ES0339000003068067VL;1;4,6
ES0339000003068069VK;1;1,15
ES0339000003068070VE;1;3,45
ES0339000003068071HT;1;5,5
ES0339000003068073HW;1;4,4
ES0339000003068074HA;1;5,5
ES0339000003068075HG;1;4,6
ES0339000003068076HM;1;4,4
ES0339000003068077HY;1;4,4
ES0339000003068078HF;1;4,4
ES0339000003068079HP;1;5,75
ES0339000003068080HD;1;4,6
ES0339000003068081HX;1;4,6
ES0339000003068082HB;1;3,3
ES0339000003068083HN;1;4,4
ES0339000003068085HZ;1;4,4
ES0339000003068086HS;1;3,3
ES0339000003068088HV;1;1,15
ES0339000003068090HL;1;6,9
ES0339000003068091HC;1;3,29
ES0339000003068092HK;1;3,45
ES0339000003068093HE;1;4,6
ES0339000003068094LT;1;4,6
ES0339000003068095LR;1;4,6
ES0339000003068096LW;1;3,45
ES0339000003068097LA;1;5,19
ES0339000003068098LG;1;3,45
ES0339000003068099LM;1;3,29
ES0339000003068100LY;1;3,45
ES0339000003068101LF;1;4,93
ES0339000003068102LP;1;4,4
ES0339000003068103LD;1;4,4
ES0339000003068106LN;1;3,29
ES0339000003068107LJ;1;6,92
ES0339000003068108LZ;1;4,6
ES0339000003068109LS;1;4,93
ES0339000003068110LQ;1;3,29
ES0339000003068111LV;1;5,75
ES0339000003068112LH;1;3,45
ES0339000003068114LC;1;3,29
ES0339000003068115LK;1;10,39
ES0339000003068116LE;1;4,4
ES0339000003068117CT;1;5,19
ES0339000003068117CT;2;5,19
ES0339000003068118CR;1;6,92
ES0339000003068118CR;2;6,92
ES0339000003068119CW;1;5,75
ES0339000003068120CA;1;3,3
ES0339000003068121CG;1;3,45
ES0339000003068122CM;1;4,6
ES0339000003068123CY;1;4,4
ES0339000003068124CF;1;4,4
ES0339000003068125CP;1;6,92
ES0339000003068126CD;1;3,29
ES0339000003068127CX;1;4,93
ES0339000003068128CB;1;4,93
ES0339000003068129CN;1;3,29
ES0339000003068130CJ;1;4,6
ES0339000003068131CZ;1;2,43
ES0339000003068133CQ;1;4,6
ES0339000003068134CV;1;3,3
ES0339000003068136CL;1;2,2
ES0339000003068137CC;1;5,75
ES0339000003068138CK;1;4,6
ES0339000003068139CE;1;3,3
ES0339000003068141KR;1;4,93
ES0339000003068142KW;1;10,39
ES0339000003068143KA;1;4,93
ES0339000003068144KG;1;4,4
ES0339000003068145KM;1;26,3
ES0339000003068145KM;2;26,3
ES0339000003068145KM;3;26,3
ES0339000003068146KY;1;4,4
ES0339000003068147KF;1;4,4
ES0339000003068148KP;1;6,9
ES0339000003068149KD;1;5,5
ES0339000003068150KX;1;5,5
ES0339000003068151KB;1;4,4
ES0339000003068152KN;1;5,75
ES0339000003068153KJ;1;4,6
ES0339000003068154KZ;1;5,75
ES0339000003068155KS;1;5,75
ES0339000003068156KQ;1;4,4
ES0339000003068157KV;1;5,75
ES0339000003068158KH;1;6,9
ES0339000003068160KC;1;8,05
ES0339000003068162KE;1;5,5
ES0339000003068163ET;1;5,75
ES0339000003068164ER;1;8,05
ES0339000003068165EW;1;5,75
ES0339000003068166EA;1;5,75
ES0339000003068168EM;1;4,6
ES0339000003068169EY;1;3,3
ES0339000003068170EF;1;5,5
ES0339000003068171EP;1;5,5
ES0339000003068172ED;1;4,6
ES0339000003068173EX;1;4,6
ES0339000003068174EB;1;3,3
ES0339000003068175EN;1;4,6
ES0339000003068176EJ;1;4,6
ES0339000003068176EJ;2;4,6
ES0339000003068178ES;1;4,4
ES0339000003068179EQ;1;4,6
ES0339000003068180EV;1;4,6
ES0339000003068181EH;1;6,92
ES0339000003068182EL;1;6,9
ES0339000003068183EC;1;5,75
ES0339000003068184EK;1;6,6
ES0339000003068185EE;1;4,4
ES0339000003068186TT;1;4,6
ES0339000003068187TR;1;6,9
ES0339000003068188TW;1;7,7
ES0339000003068188TW;2;7,7
ES0339000003068189TA;1;3,3
ES0339000003068190TG;1;4,6
ES0339000003068191TM;1;4,4
ES0339000003068193TF;1;5,75
ES0339000003068194TP;1;4,4
ES0339000003068197TB;1;4,6
ES0339000003068198TN;1;3,45
ES0339000003068199TJ;1;4,4
ES0339000003068200TZ;1;3,3
ES0339000003068201TS;1;3,3
ES0339000003068202TQ;1;4,6
ES0339000003068203TV;1;3,3
ES0339000003068204TH;1;3,29
ES0339000003068205TL;1;3,3
ES0339000003068206TC;1;4,4
ES0339000003069000ND;1;4,4
ES0339000003069002NB;1;4,4
ES0339000003069003NN;1;3,45
ES0339000003069004NJ;1;4,4
ES0339000003069005NZ;1;3,45
ES0339000003069006NS;1;5,75
ES0339000003069007NQ;1;2,3
ES0339000003069008NV;1;10,39
ES0339000003069009NH;1;9,2
ES0339000003069011NC;1;3,45
ES0339000003069012NK;1;5,5
ES0339000003069013NE;1;5,19
ES0339000003069014JT;1;5,5
ES0339000003069016JW;1;5,75
ES0339000003069017JA;1;5,75
ES0339000003069018JG;1;5,75
ES0339000003069019JM;1;5,5
ES0339000003069020JY;1;4,4
ES0339000003069021JF;1;20
ES0339000003069021JF;2;20
ES0339000003069021JF;3;20
ES0339000003069022JP;1;4,6
ES0339000003069025JB;1;4,4
ES0339000003069026JN;1;3,3
ES0339000003069027JJ;1;3,29
ES0339000003069028JZ;1;3,46
ES0339000003069029JS;1;5,19
ES0339000003069030JQ;1;3,3
ES0339000003069031JV;1;5,75
ES0339000003069032JH;1;5,19
ES0339000003069033JL;1;5,75
ES0339000003069034JC;1;3,3
ES0339000003069035JK;1;110
ES0339000003069035JK;2;110
ES0339000003069035JK;3;110
ES0339000003069036JE;1;2,3
ES0339000003069036JE;2;2,3
ES0339000003069037ZT;1;5,5
ES0339000003069038ZR;1;4,6
ES0339000003069039ZW;1;9,86
ES0339000003069040ZA;1;3,29
ES0339000003069041ZG;1;4,6
ES0339000003069042ZM;1;30
ES0339000003069042ZM;2;30
ES0339000003069042ZM;3;30
ES0339000003069043ZY;1;4,6
ES0339000003069044ZF;1;16,44
ES0339000003069044ZF;2;16,44
ES0339000003069044ZF;3;16,44
ES0339000003069045ZP;1;4,6
ES0339000003069046ZD;1;4,93
ES0339000003069047ZX;1;3,29
ES0339000003069048ZB;1;4,6
ES0339000003069049ZN;1;4,6
ES0339000003069050ZJ;1;4,4
ES0339000003069051ZZ;1;5,75
ES0339000003069052ZS;1;5,5
ES0339000003069053ZQ;1;4,6
ES0339000003069054ZV;1;4,4
ES0339000003069055ZH;1;4,6
ES0339000003069055ZH;2;4,6
ES0339000003069056ZL;1;4,6
ES0339000003069057ZC;1;4,4
ES0339000003069058ZK;1;5,5
ES0339000003069059ZE;1;5,75
ES0339000003069060ST;1;4,4
ES0339000003069061SR;1;4,4
ES0339000003069062SW;1;4,6
ES0339000003069063SA;1;4,4
ES0339000003069064SG;1;4,6
ES0339000003069065SM;1;3,3
ES0339000003069066SY;1;5,75
ES0339000003069067SF;1;4,6
ES0339000003069068SP;1;2,3
ES0339000003069069SD;1;3,3
ES0339000003069070SX;1;5,5
ES0339000003069071SB;1;4,4
ES0339000003069072SN;1;3,3
ES0339000003069073SJ;1;3,3
ES0339000003069074SZ;1;4,6
ES0339000003069075SS;1;4,6
ES0339000003069077SV;1;3,45
ES0339000003069079SL;1;4,6
ES0339000003069081SK;1;3,3
ES0339000003069083QT;1;9,2
ES0339000003069085QW;1;3,45
ES0339000003070000DC;1;4,4
ES0339000003070003XT;1;3,45
ES0339000003070004XR;1;5,75
ES0339000003070005XW;1;4,6
ES0339000003070006XA;1;3,29
ES0339000003070007XG;1;5,5
ES0339000003070008XM;1;4,6
ES0339000003070009XY;1;15,01
ES0339000003070009XY;2;15,01
ES0339000003070009XY;3;15,01
ES0339000003070010XF;1;4,6
ES0339000003070011XP;1;5,5
ES0339000003070012XD;1;4,4
ES0339000003070013XX;1;5,5
ES0339000003070014XB;1;5,5
ES0339000003070015XN;1;3,29
ES0339000003070016XJ;1;5,5
ES0339000003070017XZ;1;3,3
ES0339000003070018XS;1;4,6
ES0339000003070019XQ;1;4,4
ES0339000003070020XV;1;5,75
ES0339000003070021XH;1;4,4
ES0339000003070022XL;1;3,3
ES0339000003070023XC;1;3,45
ES0339000003070025XE;1;4,6
ES0339000003070026BT;1;5,75
ES0339000003070027BR;1;3,46
ES0339000003070028BW;1;5,75
ES0339000003070029BA;1;4,4
ES0339000003070030BG;1;4,6
ES0339000003070031BM;1;6,6
ES0339000003070033BF;1;6,6
ES0339000003070034BP;1;5,75
ES0339000003070035BD;1;5,5
ES0339000003070036BX;1;6,9
ES0339000003070037BB;1;5,75
ES0339000003070037BB;2;5,75
ES0339000003070038BN;1;9,2
ES0339000003070039BJ;1;5,5
ES0339000003070040BZ;1;6,6
ES0339000003070041BS;1;5,75
ES0339000003070042BQ;1;3,45
ES0339000003070043BV;1;4,93
ES0339000003070044BH;1;3,45
ES0339000003070045BL;1;4,4
ES0339000003070046BC;1;3,29
ES0339000003070047BK;1;3,46
ES0339000003070049NT;1;4,6
ES0339000003070050NR;1;4,4
ES0339000003070051NW;1;4,93
ES0339000003070053NG;1;6,6
ES0339000003070054NM;1;3,3
ES0339000003070055NY;1;3,45
ES0339000003070056NF;1;6,57
ES0339000003070057NP;1;4,4
ES0339000003070058ND;1;4,6
ES0339000003070060NB;1;5,19
ES0339000003070061NN;1;4,4
ES0339000003070062NJ;1;8,05
ES0339000003070063NZ;1;4,6
ES0339000003070064NS;1;4,6
ES0339000003070065NQ;1;4,6
ES0339000003070066NV;1;1,15
ES0339000003070067NH;1;9,86
ES0339000003070068NL;1;3,45
ES0339000003070068NL;2;3,45
ES0339000003070069NC;1;6,57
ES0339000003070070NK;1;9,86
ES0339000003070071NE;1;9,86
ES0339000003070072JT;1;3,3
ES0339000003070073JR;1;5,75
ES0339000003070074JW;1;4,6
ES0339000003070075JA;1;6,92
ES0339000003070076JG;1;9,9
ES0339000003070077JM;1;5,75
ES0339000003070078JY;1;4,4
ES0339000003070079JF;1;4,93
ES0339000003070080JP;1;4,6
ES0339000003071000FP;1;3,3
ES0339000003071001FD;1;5,75
ES0339000003071002FX;1;4,4
ES0339000003071003FB;1;4,6
ES0339000003071004FN;1;5,75
ES0339000003071005FJ;1;6,92
ES0339000003071006FZ;1;3,46
ES0339000003071007FS;1;5,19
ES0339000003071009FV;1;5,19
ES0339000003071010FH;1;6,92
ES0339000003071011FL;1;5,75
ES0339000003071012FC;1;5,75
ES0339000003071013FK;1;6,92
ES0339000003071014FE;1;4,6
ES0339000003071015PT;1;5,75
ES0339000003071016PR;1;5,19
ES0339000003071017PW;1;5,19
ES0339000003071018PA;1;6,92
ES0339000003071019PG;1;5,19
ES0339000003071020PM;1;5,19
ES0339000003071021PY;1;3,45
ES0339000003071022PF;1;5,19
ES0339000003071023PP;1;4,6
ES0339000003071025PX;1;5,19
ES0339000003071026PB;1;6,92
ES0339000003071027PN;1;5,19
ES0339000003071028PJ;1;5,19
ES0339000003071029PZ;1;5,19
ES0339000003071030PS;1;5,19
ES0339000003071031PQ;1;5,19
ES0339000003071032PV;1;5,19
ES0339000003071033PH;1;5,75
ES0339000003071034PL;1;5,19
ES0339000003071035PC;1;5,19
ES0339000003071036PK;1;5,75
ES0339000003071037PE;1;6,9
ES0339000003071038DT;1;6,9
ES0339000003071039DR;1;4,6
ES0339000003071041DA;1;4,6
ES0339000003071041DA;2;4,6
ES0339000003071042DG;1;4,6
ES0339000003071042DG;2;4,6
ES0339000003071043DM;1;4,6
ES0339000003071044DY;1;5,75
ES0339000003071045DF;1;5,75
ES0339000003071046DP;1;3,45
ES0339000003071047DD;1;4,6
ES0339000003071048DX;1;4,6
ES0339000003071049DB;1;4,6
ES0339000003071050DN;1;5,75
ES0339000003071051DJ;1;5,19
ES0339000003071052DZ;1;5,75
ES0339000003071053DS;1;5,75
ES0339000003071054DQ;1;4,6
ES0339000003071055DV;1;17,32
ES0339000003071055DV;2;17,32
ES0339000003071055DV;3;17,32
ES0339000003071056DH;1;5,19
ES0339000003071057DL;1;5,75
ES0339000003071060DE;1;4,6
ES0339000003071061XT;1;5,75
ES0339000003071062XR;1;4,6
ES0339000003071064XA;1;2,3
ES0339000003071065XG;1;4,6
ES0339000003071067XY;1;10,39
ES0339000003071068XF;1;3,45
ES0339000003071070XD;1;3,45
ES0339000003071071XX;1;4,6
ES0339000003071072XB;1;5,75
ES0339000003071073XN;1;4,6
ES0339000003071074XJ;1;3,45
ES0339000003071075XZ;1;5,75
ES0339000003071076XS;1;3,45
ES0339000003071077XQ;1;3,45
ES0339000003071078XV;1;3,45
ES0339000003071079XH;1;4,6
ES0339000003071080XL;1;4,6
ES0339000003071081XC;1;4,6
ES0339000003071082XK;1;4,6
ES0339000003071083XE;1;4,6
ES0339000003071084BT;1;4,6
ES0339000003071085BR;1;4,6
ES0339000003071086BW;1;4,6
ES0339000003071087BA;1;4,6
ES0339000003071088BG;1;4,6
ES0339000003071089BM;1;4,6
ES0339000003071090BY;1;4,6
ES0339000003071091BF;1;3,45
ES0339000003071092BP;1;4,6
ES0339000003071093BD;1;3,45
ES0339000003071094BX;1;5,75
ES0339000003071095BB;1;3,46
ES0339000003071096BN;1;5,75
ES0339000003071097BJ;1;5,75
ES0339000003071098BZ;1;4,6
ES0339000003071099BS;1;5,75
ES0339000003071100BQ;1;4,6
ES0339000003071101BV;1;5,75
ES0339000003071102BH;1;4,6
ES0339000003071103BL;1;5,75
ES0339000003071104BC;1;5,75
ES0339000003071105BK;1;4,6
ES0339000003071107NT;1;4,6
ES0339000003071108NR;1;5,75
ES0339000003071109NW;1;3,45
ES0339000003071110NA;1;5,75
ES0339000003071110NA;2;5,75
ES0339000003071111NG;1;3,45
ES0339000003071112NM;1;3,45
ES0339000003071113NY;1;3,45
ES0339000003071114NF;1;3,45
ES0339000003071115NP;1;4,6
ES0339000003071116ND;1;5,75
ES0339000003071117NX;1;4,6
ES0339000003071118NB;1;4,6
ES0339000003071119NN;1;4,6
ES0339000003071120NJ;1;4,6
ES0339000003071121NZ;1;4,6
ES0339000003071122NS;1;4,6
ES0339000003071122NS;2;4,6
ES0339000003071123NQ;1;4,6
ES0339000003071123NQ;2;4,6
ES0339000003071124NV;1;5,75
ES0339000003071125NH;1;5,75
ES0339000003071126NL;1;3,45
ES0339000003071127NC;1;4,6
ES0339000003071128NK;1;4,6
ES0339000003071129NE;1;4,6
ES0339000003071130JT;1;4,6
ES0339000003071131JR;1;4,6
ES0339000003071132JW;1;5,75
ES0339000003071133JA;1;4,6
ES0339000003071135JM;1;5,75
ES0339000003071136JY;1;4,6
ES0339000003071137JF;1;4,6
ES0339000003071138JP;1;5,75
ES0339000003071139JD;1;4,6
ES0339000003071140JX;1;4,6
ES0339000003071141JB;1;4,6
ES0339000003071142JN;1;2,07
ES0339000003071142JN;2;2,07
ES0339000003071143JJ;1;4,6
ES0339000003071144JZ;1;4,6
ES0339000003071145JS;1;5,75
ES0339000003071146JQ;1;5,75
ES0339000003071147JV;1;4,6
ES0339000003071148JH;1;4,6
ES0339000003071149JL;1;4,6
ES0339000003071150JC;1;4,6
ES0339000003071151JK;1;4,6
ES0339000003071152JE;1;4,6
ES0339000003071153ZT;1;4,6
ES0339000003071154ZR;1;5,75
ES0339000003071155ZW;1;4,6
ES0339000003071156ZA;1;3,45
ES0339000003071157ZG;1;5,75
ES0339000003071158ZM;1;5,75
ES0339000003071159ZY;1;2,3
ES0339000003071161ZP;1;4,6
ES0339000003071162ZD;1;3,46
ES0339000003071162ZD;2;3,46
ES0339000003071163ZX;1;4,6
ES0339000003071164ZB;1;3,45
ES0339000003071165ZN;1;3,45
ES0339000003071165ZN;2;3,45
ES0339000003071166ZJ;1;4,6
ES0339000003071167ZZ;1;5,75
ES0339000003071168ZS;1;4,6
ES0339000003071169ZQ;1;4,6
ES0339000003071170ZV;1;5,75
ES0339000003071171ZH;1;4,6
ES0339000003071172ZL;1;13,85
ES0339000003071172ZL;2;13,85
ES0339000003071173ZC;1;3,46
ES0339000003071175ZE;1;5,19
ES0339000003071176ST;1;5,19
ES0339000003071177SR;1;5,75
ES0339000003071178SW;1;5,75
ES0339000003071179SA;1;5,75
ES0339000003071181SM;1;3,46
ES0339000003071182SY;1;35
ES0339000003071182SY;2;35
ES0339000003071182SY;3;35
ES0339000003071183SF;1;5,19
ES0339000003071184SP;1;5,75
ES0339000003071185SD;1;5,75
ES0339000003071186SX;1;3,46
ES0339000003071187SB;1;4,6
ES0339000003071188SN;1;5,19
ES0339000003071190SZ;1;5,75
ES0339000003071191SS;1;5,75
ES0339000003071192SQ;1;4,6
ES0339000003071193SV;1;6,9
ES0339000003071194SH;1;6,92
ES0339000003071195SL;1;5,75
ES0339000003071196SC;1;10,39
ES0339000003071197SK;1;3,45
ES0339000003071198SE;1;4,6
ES0339000003071199QT;1;4,6
ES0339000003071200QR;1;5,75
ES0339000003071201QW;1;3,46
ES0339000003071202QA;1;5,19
ES0339000003071203QG;1;3,45
ES0339000003071204QM;1;4,6
ES0339000003071205QY;1;4,6
ES0339000003071206QF;1;4,6
ES0339000003071207QP;1;4,6
ES0339000003071208QD;1;3,45
ES0339000003071210QB;1;2,3
ES0339000003071211QN;1;5,75
ES0339000003071212QJ;1;4,6
ES0339000003071213QZ;1;5,75
ES0339000003071214QS;1;4,6
ES0339000003071215QQ;1;4,6
ES0339000003071216QV;1;4,6
ES0339000003071217QH;1;5,75
ES0339000003071218QL;1;3,45
ES0339000003071219QC;1;3,45
ES0339000003071220QK;1;3,45
ES0339000003071222VT;1;2,3
ES0339000003071223VR;1;3,45
ES0339000003071224VW;1;3,45
ES0339000003071225VA;1;3,46
ES0339000003071226VG;1;6,92
ES0339000003071227VM;1;4,6
ES0339000003071229VF;1;3,45
ES0339000003071230VP;1;4,6
ES0339000003071231VD;1;5,75
ES0339000003071232VX;1;3,45
ES0339000003071233VB;1;6,92
ES0339000003072000GL;1;10,39
ES0339000003072001GC;1;5,75
ES0339000003072002GK;1;3,45
ES0339000003072003GE;1;4,6
ES0339000003072004MT;1;6,9
ES0339000003072004MT;2;6,9
ES0339000003072005MR;1;2,3
ES0339000003072006MW;1;5,75
ES0339000003072007MA;1;2,3
ES0339000003072009MM;1;4,6
ES0339000003072010MY;1;4,6
ES0339000003072011MF;1;4,6
ES0339000003072012MP;1;3,45
ES0339000003072014MX;1;4,6
ES0339000003072015MB;1;3,45
ES0339000003072017MJ;1;5,75
ES0339000003072018MZ;1;4,6
ES0339000003072019MS;1;10,39
ES0339000003072020MQ;1;2,07
ES0339000003072021MV;1;5,75
ES0339000003072022MH;1;3,45
ES0339000003072023ML;1;4,6
ES0339000003072024MC;1;4,6
ES0339000003072025MK;1;6,92
ES0339000003072027YT;1;17,32
ES0339000003072027YT;2;17,32
ES0339000003072027YT;3;17,32
ES0339000003072028YR;1;4,6
ES0339000003072029YW;1;2,3
ES0339000003072030YA;1;3,45
ES0339000003072031YG;1;3,45
ES0339000003072032YM;1;5,75
ES0339000003072033YY;1;5,75
ES0339000003072034YF;1;4,6
ES0339000003072035YP;1;4,6
ES0339000003072036YD;1;5,75
ES0339000003072037YX;1;4,6
ES0339000003072038YB;1;3,45
ES0339000003072040YJ;1;5,75
ES0339000003072041YZ;1;4,6
ES0339000003072042YS;1;4,6
ES0339000003072044YV;1;4,6
ES0339000003072045YH;1;4,6
ES0339000003072046YL;1;5,75
ES0339000003072047YC;1;4,6
ES0339000003072048YK;1;4,6
ES0339000003072049YE;1;4,6
ES0339000003072049YE;2;4,6
ES0339000003072050FT;1;3,45
ES0339000003072051FR;1;4,6
ES0339000003072052FW;1;4,6
ES0339000003072053FA;1;4,6
ES0339000003072054FG;1;4,6
ES0339000003072055FM;1;4,6
ES0339000003072056FY;1;2,3
ES0339000003072057FF;1;4,6
ES0339000003072058FP;1;3,45
ES0339000003072059FD;1;4,6
ES0339000003072060FX;1;4,6
ES0339000003072061FB;1;4,6
ES0339000003072062FN;1;3,45
ES0339000003072063FJ;1;4,6
ES0339000003072064FZ;1;3,45
ES0339000003072065FS;1;4,6
ES0339000003072066FQ;1;4,6
ES0339000003072067FV;1;4,6
ES0339000003072069FL;1;4,6
ES0339000003072070FC;1;4,6
ES0339000003072071FK;1;6,92
ES0339000003072072FE;1;4,6
ES0339000003072073PT;1;4,6
ES0339000003072074PR;1;4,6
ES0339000003072075PW;1;5,75
ES0339000003072076PA;1;3,45
ES0339000003072077PG;1;2,3
ES0339000003072078PM;1;4,6
ES0339000003072079PY;1;3,45
ES0339000003072080PF;1;4,6
ES0339000003072081PP;1;3,45
ES0339000003072082PD;1;4,6
ES0339000003072083PX;1;4,6
ES0339000003072084PB;1;4,6
ES0339000003072085PN;1;5,75
ES0339000003072086PJ;1;4,6
ES0339000003072088PS;1;4,6
ES0339000003072089PQ;1;6,92
ES0339000003072091PH;1;4,6
ES0339000003072092PL;1;4,6
ES0339000003072093PC;1;5,75
ES0339000003072094PK;1;5,75
ES0339000003072095PE;1;3,45
ES0339000003072095PE;2;3,45
ES0339000003072097DR;1;6,92
ES0339000003072099DA;1;3,46
ES0339000003072100DG;1;4,6
ES0339000003072101DM;1;3,45
ES0339000003072102DY;1;4,6
ES0339000003072103DF;1;9,2
ES0339000003072104DP;1;6,92
ES0339000003072104DP;2;6,92
ES0339000003072105DD;1;6,92
ES0339000003072105DD;2;6,92
ES0339000003072106DX;1;5,75
ES0339000003072107DB;1;5,75
ES0339000003072108DN;1;4,6
ES0339000003072109DJ;1;5,19
ES0339000003072110DZ;1;4,6
ES0339000003072111DS;1;5,75
ES0339000003072113DV;1;4,6
ES0339000003072114DH;1;4,6
ES0339000003072115DL;1;4,6
ES0339000003072116DC;1;5,75
ES0339000003072117DK;1;4,6
ES0339000003072118DE;1;10,39
ES0339000003072119XT;1;4,6
ES0339000003072120XR;1;4,6
ES0339000003072121XW;1;4,6
ES0339000003072122XA;1;4,6
ES0339000003072123XG;1;5,75
ES0339000003072124XM;1;4,6
ES0339000003072125XY;1;4,6
ES0339000003072126XF;1;3,45
ES0339000003072127XP;1;4,6
ES0339000003072128XD;1;10,39
ES0339000003072129XX;1;3,46
ES0339000003072130XB;1;4,6
ES0339000003072131XN;1;5,75
ES0339000003072132XJ;1;4,6
ES0339000003072133XZ;1;3,46
ES0339000003072133XZ;2;3,46
ES0339000003072134XS;1;4,6
ES0339000003072135XQ;1;17,32
ES0339000003072135XQ;2;17,32
ES0339000003072135XQ;3;17,32
ES0339000003072136XV;1;5,75
ES0339000003072137XH;1;4,6
ES0339000003072138XL;1;3,45
ES0339000003072139XC;1;6,92
ES0339000003072140XK;1;3,45
ES0339000003072141XE;1;3,45
ES0339000003072142BT;1;3,45
ES0339000003072144BW;1;5,75
ES0339000003072145BA;1;10,39
ES0339000003072145BA;2;10,39
ES0339000003072146BG;1;1,15
ES0339000003072148BY;1;4,6
ES0339000003072149BF;1;4,6
ES0339000003072150BP;1;3,45
ES0339000003073000WF;1;6,92
ES0339000003073002WD;1;4,6
ES0339000003073003WX;1;3,45
ES0339000003073004WB;1;1,15
ES0339000003073005WN;1;6,92
ES0339000003073006WJ;1;3,45
ES0339000003073008WS;1;4,6
ES0339000003073009WQ;1;5,19
ES0339000003073011WH;1;10,39
ES0339000003073012WL;1;6,92
ES0339000003073013WC;1;5,75
ES0339000003073014WK;1;2,3
ES0339000003073015WE;1;2,43
ES0339000003073016AT;1;23,5
ES0339000003073016AT;2;23,5
ES0339000003073016AT;3;23,5
ES0339000003073018AW;1;4,6
ES0339000003073019AA;1;4,6
ES0339000003073020AG;1;4,6
